PARK,BOROUGH,SIZE (ACRES),CATEGORY,Murder,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
ARVERNE PLAYGROUND,QUEENS       ,0.993,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ABRAHAM LINCOLN PLAYGROUND,MANHATTAN    ,0.991,BASKETBALL & POOL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CAPTAIN RIVERA PLAYGROUND,BRONX        ,0.988,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
NEWTOWN BARGE PLAYGROUND,BROOKLYN     ,0.983,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HOLLIS PLAYGROUND,QUEENS       ,0.980,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MAPLE PLAYGROUND,QUEENS       ,0.978,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GOUVERNEUR PLAYGROUND,BRONX        ,0.977,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MOTT PLAYGROUND,BRONX        ,0.977,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LANNETT PLAYGROUND,QUEENS       ,0.974,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ZIMMERMAN PLAYGROUND,BRONX        ,0.974,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RANAQUA PARK,BRONX        ,0.972,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TEN EYCK PLAYGROUND,BROOKLYN     ,0.972,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MAE GRANT PLAYGROUND,MANHATTAN    ,0.970,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ANDRIES PLAYGROUND,BROOKLYN     ,0.964,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CARVER PLAYGROUND,BROOKLYN     ,0.964,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PARK SLOPE PLAYGROUND,BROOKLYN     ,0.955,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CHERRY TREE PARK,MANHATTAN    ,0.950,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DAVIS PLAYGROUND,STATEN ISLAND,0.949,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MATTHEW P. SAPOLIN PLAYGROUND,MANHATTAN    ,0.947,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PETER MINUIT PLAYGROUND,MANHATTAN    ,0.943,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SOUTH ROCHDALE PLAYGROUND,QUEENS       ,0.942,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DREW PLAYGROUND,BRONX        ,0.940,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FOX PLAYGROUND BRONX,BRONX        ,0.940,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WALTER WARD PLAYGROUND,QUEENS       ,0.935,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BENSON PLAYGROUND,BROOKLYN     ,0.934,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CRISPUS ATTUCKS PLAYGROUND,BROOKLYN     ,0.934,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SURF PLAYGROUND,BROOKLYN     ,0.933,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BERGEN BEACH PLAYGROUND,BROOKLYN     ,0.927,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TIGER PLAYGROUND,BROOKLYN     ,0.926,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ATHENS SQUARE,QUEENS       ,0.925,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
P.S. 279 PLAYGROUND,BROOKLYN     ,0.920,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ROCK GARDEN PARK,BRONX        ,0.920,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SAW MILL PLAYGROUND,BRONX        ,0.920,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ALBEMARLE PLAYGROUND,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BARTLETT PLAYGROUND,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BOERUM PARK,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CARTER G. WOODSON CHILDREN'S PARK,BROOKLYN     ,0.918,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DITMARS PARK,QUEENS       ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HOUSTON PLAYGROUND,BROOKLYN     ,0.918,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LIVONIA PARK,BROOKLYN     ,0.918,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
NEWPORT PLAYGROUND,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PRATT PLAYGROUND,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
VIRGINIA PARK,BRONX        ,0.918,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WHITE PLAYGROUND STATEN ISLAND,STATEN ISLAND,0.918,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EDMONDS PLAYGROUND,BROOKLYN     ,0.917,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GARDEN PLAYGROUND,BROOKLYN     ,0.915,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
MARTIN LUTHER PLAYGROUND,BROOKLYN     ,0.913,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PONTIAC PLAYGROUND,BRONX        ,0.913,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
AESOP PARK,STATEN ISLAND,0.912,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SLATTERY PLAYGROUND,BRONX        ,0.911,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BAY TERRACE PLAYGROUND,QUEENS       ,0.910,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WILLOUGHBY PLAYGROUND,BROOKLYN     ,0.907,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ESTELLA DIGGS PARK,BRONX        ,0.903,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WASHINGTON HALL PARK,BROOKLYN     ,0.901,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
HARLEM RBI,MANHATTAN    ,0.900,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
STARR PLAYGROUND,QUEENS       ,0.900,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
AMERICAN PLAYGROUND,BROOKLYN     ,0.896,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HART PLAYGROUND ON BROADWAY,QUEENS       ,0.896,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ARROCHAR PLAYGROUND,STATEN ISLAND,0.892,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SOL LAIN PLGD,MANHATTAN    ,0.891,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EL SHABAZZ PLAYGROUND,BROOKLYN     ,0.890,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PINOCCHIO PLAYGROUND,QUEENS       ,0.888,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ALICE KORNEGAY TRIANGLE,MANHATTAN    ,0.883,PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
PETER'S FIELD,MANHATTAN    ,0.882,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BEDFORD PLAYGROUND,BROOKLYN     ,0.881,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HAROLD SCHNEIDERMAN PLAYGROUND,QUEENS       ,0.878,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WAKEFIELD PLAYGROUND,BRONX        ,0.877,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
QUEENS VALLEY PLAYGROUND,QUEENS       ,0.876,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LT. JOSEPH PETROSINO PARK,BROOKLYN     ,0.871,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
EVERGREEN PLAYGROUND,BROOKLYN     ,0.870,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND 286,BROOKLYN     ,0.868,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BARRIER PLAYGROUND,QUEENS       ,0.867,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LION'S PRIDE PLAYGROUND,BROOKLYN     ,0.865,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
NATHAN STRAUS PLAYGROUND,MANHATTAN    ,0.851,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SCHENCK PLAYGROUND,BROOKLYN     ,0.847,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HAVILAND PLAYGROUND,BRONX        ,0.840,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SOL BLOOM PLAYGROUND,MANHATTAN    ,0.837,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
P.S. 155 PLAYGROUND,MANHATTAN    ,0.834,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
STEBBINS PLAYGROUND,BRONX        ,0.830,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
OPEN ROAD PARK,MANHATTAN    ,0.828,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DI GILIO PLAYGROUND,BROOKLYN     ,0.826,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HART PLAYGROUND ON 147 ST,QUEENS       ,0.821,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FLYNN PLAYGROUND,BRONX        ,0.820,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HIGHBRIDGE PARK BRONX SIDE,BRONX        ,0.820,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
FISHER POOL,QUEENS       ,0.817,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PARKSIDE PLAYGROUND BRONX,BRONX        ,0.817,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ALEXANDER HAMILTON PLAYGROUND,MANHATTAN    ,0.811,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WEST FARMS RAPIDS,BRONX        ,0.810,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BELLAIRE PLAYGROUND,QUEENS       ,0.809,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
STEINWAY PLAYGROUND,QUEENS       ,0.809,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RISSE STREET PARK,BRONX        ,0.806,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ETHAN ALLEN PLAYGROUND,BROOKLYN     ,0.800,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
KENNEDY KING PLAYGROUND,BROOKLYN     ,0.790,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EUGENE MCCABE FIELD,MANHATTAN    ,0.789,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
VLADECK PARK,MANHATTAN    ,0.789,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SAMUEL SEABURY PLAYGROUND,MANHATTAN    ,0.786,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SPIRIT PLAYGROUND,QUEENS       ,0.786,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MORGAN PLAYGROUND,BRONX        ,0.782,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MOORE PLAYGROUND,MANHATTAN    ,0.766,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FIRST PARK,MANHATTAN    ,0.763,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SGT. WILLIAM DOUGHERTY PLAYGROUND,BROOKLYN     ,0.760,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ADMIRAL PARK,QUEENS       ,0.759,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
JAIME CAMPIZ PLAYGROUND,BROOKLYN     ,0.752,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND SEVENTY FIVE,QUEENS       ,0.749,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SAMUEL N. BENNERSON 2ND PLAYGROUND,MANHATTAN    ,0.749,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WEBSTER PLAYGROUND,BRONX        ,0.744,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FROST PLAYGROUND,BROOKLYN     ,0.739,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TECUMSEH PLAYGROUND,MANHATTAN    ,0.738,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
NATHAN WEIDENBAUM PARK,QUEENS       ,0.732,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RAILROAD PARK BRONX,BRONX        ,0.732,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BLUEBERRY PARK,STATEN ISLAND,0.724,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CLARK PLAYGROUND,BRONX        ,0.722,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HUNTS POINT PLAYGROUND,BRONX        ,0.717,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,1,0,0,0,1
GUN HILL PLAYGROUND,BRONX        ,0.716,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BLOOMINGDALE PLAYGROUND,MANHATTAN    ,0.715,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GALILEO PLAYGROUND,BRONX        ,0.714,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
I-AM-PARK,BRONX        ,0.712,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
UNNAMED PARK ON 17TH STREET,BROOKLYN     ,0.711,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LAFAYETTE GARDENS PLAYGROUND,BROOKLYN     ,0.705,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LINWOOD PLAYGROUND,BROOKLYN     ,0.705,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
NEWTOWN PLAYGROUND,QUEENS       ,0.703,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ORACLE PLAYGROUND,BROOKLYN     ,0.703,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MOUNT HOPE PLAYGROUND,BRONX        ,0.700,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GARRISON PLAYGROUND,BRONX        ,0.696,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GERTRUDE EDERLE RECREATION CENTER,MANHATTAN    ,0.690,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SLOPE PARK,BROOKLYN     ,0.689,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FRED SAMUEL PLAYGROUND,MANHATTAN    ,0.688,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
AUBURNDALE PLAYGROUND,QUEENS       ,0.686,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WHITE PLAYGROUND MANHATTAN,MANHATTAN    ,0.684,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DAWSON PLAYGROUND,BRONX        ,0.681,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
LILLIAN D WALD PLAYGROUND,MANHATTAN    ,0.680,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MAPES POOL,BRONX        ,0.680,PLAYGROUND & POOL LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HOWARD POOL,BROOKLYN     ,0.670,POOL LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RIVER AVENUE PARKS,BRONX        ,0.670,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
ST. NICHOLAS PLAYGROUND SOUTH,MANHATTAN    ,0.670,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CANAL PARK,MANHATTAN    ,0.669,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RIVERBEND PLAYGROUND,BRONX        ,0.661,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ST. NICHOLAS PLAYGROUND NORTH,MANHATTAN    ,0.660,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
COLLEGE POINT PARK,QUEENS       ,0.659,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
THE PEARLY GATES,BRONX        ,0.659,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
AUDUBON PLAYGROUND,MANHATTAN    ,0.656,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
COURTNEY CALLENDER PLAYGROUND,MANHATTAN    ,0.653,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BRIZZI PLAYGROUND,BROOKLYN     ,0.649,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
AUGUSTUS ST. GAUDENS PLAYGROUND,MANHATTAN    ,0.642,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
VESUVIO PLAYGROUND,MANHATTAN    ,0.635,BASKETBALL & POOL LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SQUIBB PARK,BROOKLYN     ,0.626,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
VETERANS GROVE,QUEENS       ,0.626,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ELTON PLAYGROUND,BROOKLYN     ,0.622,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TWENTY-FOUR SYCAMORES PARK,MANHATTAN    ,0.622,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EAST RIVER ESPLANADE AT E 36TH ST AND FDR,MANHATTAN    ,0.620,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CEDAR GROVE PLAYGROUND,QUEENS       ,0.619,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BEACH 59TH ST PLAYGROUND,QUEENS       ,0.618,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CLEOPATRA PLAYGROUND,BRONX        ,0.618,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BRIDGE PLAYGROUND,BRONX        ,0.610,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HALF-NELSON PLAYGROUND,BRONX        ,0.610,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HENRY M. JACKSON PLAYGROUND,MANHATTAN    ,0.610,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WILLIAM F. PASSANNANTE BALLFIELD,MANHATTAN    ,0.607,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DR. RONALD E. MCNAIR PLAYGROUND,MANHATTAN    ,0.603,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PENN SOUTH PLAYGROUND,MANHATTAN    ,0.600,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
O'NEILL TRIANGLE,BRONX        ,0.593,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GEORGE WALKER JR. PARK,BROOKLYN     ,0.591,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
UNDERHILL PLAYGROUND,BROOKLYN     ,0.590,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PETER DETMOLD PARK,MANHATTAN    ,0.588,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
