PARK,BOROUGH,SIZE (ACRES),CATEGORY,Murder,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
COBBLE HILL PARK,BROOKLYN     ,0.585,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WRIGHT BROTHERS PLAYGROUND,MANHATTAN    ,0.584,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MERCER PLAYGROUND,MANHATTAN    ,0.582,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SEAN'S PLACE,QUEENS       ,0.582,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HARVARD PLAYGROUND,QUEENS       ,0.581,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SARSFIELD PLAYGROUND,BROOKLYN     ,0.579,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HELL'S KITCHEN PARK,MANHATTAN    ,0.576,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BENNINGER PLAYGROUND,QUEENS       ,0.574,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RORY STAUNTON FIELD,QUEENS       ,0.574,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CARMANSVILLE PLAYGROUND,MANHATTAN    ,0.573,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SIXTEEN SYCAMORES PLAYGROUND,BROOKLYN     ,0.567,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GALAPO PLAYGROUND,BROOKLYN     ,0.565,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MCKINLEY PLAYGROUND,MANHATTAN    ,0.563,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ENNIS PLAYGROUND,BROOKLYN     ,0.554,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BLAND PLAYGROUND,QUEENS       ,0.551,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GUTENBERG PLAYGROUND,MANHATTAN    ,0.551,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PFC NORTON PLAYGROUND,BROOKLYN     ,0.550,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LITTLE CLAREMONT PARK,BRONX        ,0.549,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
JUNCTION PLAYGROUND,QUEENS       ,0.540,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,1,0,0,0,1
WOODRUFF PLAYGROUND,BROOKLYN     ,0.536,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ABIGAIL PLAYGROUND,BRONX        ,0.529,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DR. GERTRUDE B. KELLY PLAYGROUND,MANHATTAN    ,0.525,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WALD PLAYGROUND,MANHATTAN    ,0.525,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ANDREWS GROVE,QUEENS       ,0.518,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ANIBAL AVILES PLAYGROUND,MANHATTAN    ,0.517,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LAFAYETTE PLAYGROUND ON LAFAYETTE AVENUE,BROOKLYN     ,0.517,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WASHINGTON PARK BRONX,BRONX        ,0.516,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PAT WILLIAMS PLAYGROUND,QUEENS       ,0.514,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GREENPOINT PLAYGROUND,BROOKLYN     ,0.504,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PIERREPONT PLAYGROUND,BROOKLYN     ,0.503,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EPIPHANY PLAYGROUND,BROOKLYN     ,0.500,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
JOHN ADAMS PLAYGROUND,QUEENS       ,0.494,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LEVY PLAYGROUND,STATEN ISLAND,0.490,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CLEMENT CLARKE MOORE PARK,MANHATTAN    ,0.489,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CHARLTON GARDEN,BRONX        ,0.488,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
THOMAS J. CUITE PARK,BROOKLYN     ,0.487,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CHERRY CLINTON PLAYGROUND,MANHATTAN    ,0.483,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HILTON WHITE PLAYGROUND,BRONX        ,0.477,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MILESTONE PARK,BROOKLYN     ,0.476,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TURTLE PLAYGROUND,QUEENS       ,0.476,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MATTHEWS - PALMER PLAYGROUND,MANHATTAN    ,0.475,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FAIRMOUNT PLAYGROUND,BRONX        ,0.470,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MOTHER CABRINI PARK,BROOKLYN     ,0.467,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
VIRGINIA PLAYGROUND,BRONX        ,0.461,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RAINBOW PLAYGROUND,BROOKLYN     ,0.460,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TEN EYCK PLAZA,BROOKLYN     ,0.460,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TRIBOROUGH BRIDGE PLAYGROUND C,QUEENS       ,0.460,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TRIBOROUGH BRIDGE PLAYGROUND D,QUEENS       ,0.460,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TRIBOROUGH BRIDGE PLAYGROUND E,QUEENS       ,0.460,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
UNDERBRIDGE DOG RUN,QUEENS       ,0.457,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WILLIAM MCCRAY PLAYGROUND,MANHATTAN    ,0.456,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LOUIS ARMSTRONG COMMUNITY CENTER,QUEENS       ,0.452,RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ABC PLAYGROUND,MANHATTAN    ,0.451,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MIDDLE VILLAGE PLAYGROUND,QUEENS       ,0.448,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
YAK PLAYGROUND,BROOKLYN     ,0.444,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BUTTERFLY GARDENS,BROOKLYN     ,0.442,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HAVEMEYER PLAYGROUND,BRONX        ,0.442,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND ONE,MANHATTAN    ,0.440,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GARIBALDI PLAYGROUND,BROOKLYN     ,0.437,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MCCAFFREY PLAYGROUND,MANHATTAN    ,0.436,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MORRIS GARDEN,BRONX        ,0.436,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ADMIRAL TRIANGLE,BROOKLYN     ,0.433,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HORSESHOE PLAYGROUND,BRONX        ,0.432,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HUNTS POINT RIVERSIDE PARK,BRONX        ,0.426,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TOMPKINSVILLE PARK,STATEN ISLAND,0.424,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WEST 4TH STREET COURTS,MANHATTAN    ,0.420,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MOSHOLU PLAYGROUND,BRONX        ,0.412,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LIOTTI IKEFUGI PLAYGROUND,STATEN ISLAND,0.408,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
JOSEPH C. SAUER PARK,MANHATTAN    ,0.403,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND EIGHTY NINE LXXXIX,MANHATTAN    ,0.402,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
VAN NEST PARK,BRONX        ,0.401,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
JOSEPHINE CAMINITI PLAYGROUND,QUEENS       ,0.398,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RODNEY PARK SOUTH,BROOKLYN     ,0.392,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CHELSEA RECREATION CENTER,MANHATTAN    ,0.385,RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
IMAGINATION PLAYGROUND,MANHATTAN    ,0.385,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HINES PARK,BRONX        ,0.383,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GOBLE PLAYGROUND,BRONX        ,0.381,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
GRAND PLAYGROUND,BRONX        ,0.381,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RODNEY PARK NORTH,BROOKLYN     ,0.370,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ST. MARY'S PARK PLAYGROUND BROOKLYN,BROOKLYN     ,0.367,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MARCY PARK SOUTH,BROOKLYN     ,0.357,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BLEECKER PLAYGROUND,MANHATTAN    ,0.356,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MCLAUGHLIN PLAYGROUND,QUEENS       ,0.356,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HARLEM ART PARK,MANHATTAN    ,0.347,PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
VINCENT F. ALBANO JR. PLAYGROUND,MANHATTAN    ,0.346,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
JEROME PLAYGROUND SOUTH,BRONX        ,0.345,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ST. MARY'S PARK BROOKLYN,BROOKLYN     ,0.345,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WALTON PARK,BRONX        ,0.344,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
REV LENA IRONS UNITY PARK,BRONX        ,0.342,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SUTTON PLACE PARK,MANHATTAN    ,0.342,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
KINGSBRIDGE HEIGHTS COMMUNITY CENTER,BRONX        ,0.329,RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MACARTHUR PARK,MANHATTAN    ,0.329,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SLEDGE PLAYGROUND,BROOKLYN     ,0.328,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BERRY PLAYGROUND,BROOKLYN     ,0.327,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FREEDOM SQUARE PLAYGROUND,QUEENS       ,0.327,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LONG ISLAND MEWS,QUEENS       ,0.323,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BLACK ROCK PLAYGROUND,BRONX        ,0.322,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HOT SPOT TOT LOT,BROOKLYN     ,0.322,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RODNEY PLAYGROUND SOUTH,BROOKLYN     ,0.319,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BRIDGE AND TUNNEL PARK,QUEENS       ,0.318,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
STOP & GO PLAYGROUND,BRONX        ,0.316,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MACLAUGHLIN PLAYGROUND,BRONX        ,0.304,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ANNADALE GREEN,STATEN ISLAND,0.300,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HARRY CHAPIN PLAYGROUND,BROOKLYN     ,0.300,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WEEKSVILLE PLAYGROUND,BROOKLYN     ,0.295,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DODGER PLAYGROUND,BROOKLYN     ,0.293,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
A.R.R.O.W. FIELD HOUSE,QUEENS       ,0.290,BASKETBALL & REC CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ELIZABETH STROUD PLAYGROUND,BROOKLYN     ,0.290,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HANSBOROUGH RECREATION CENTER,MANHATTAN    ,0.290,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RODNEY PLAYGROUND NORTH,BROOKLYN     ,0.290,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
JENNIE JEROME PLAYGROUND,BRONX        ,0.287,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND 115,QUEENS       ,0.287,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MARINERS HARBOR PLAYGROUND,STATEN ISLAND,0.271,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
YOUTH VILLAGE,BRONX        ,0.270,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BEANSTALK PLAYGROUND,BRONX        ,0.267,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DESALVIO PLAYGROUND,MANHATTAN    ,0.266,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DAN ROSS PLAYGROUND,BROOKLYN     ,0.256,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DREAM STREET PARK,MANHATTAN    ,0.252,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SIDNEY HILLMAN PLAYGROUND,MANHATTAN    ,0.245,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SUNSHINE PLAYGROUND,MANHATTAN    ,0.240,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RODNEY PARK CENTER,BROOKLYN     ,0.237,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SORRENTINO RECREATION CENTER,QUEENS       ,0.231,RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ST. GREGORY'S PLAYGROUND,MANHATTAN    ,0.231,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
UMMA PARK,BROOKLYN     ,0.230,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WILLIAM F MOORE PARK,QUEENS       ,0.230,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GENE GRAY PLAYGROUND,QUEENS       ,0.229,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MARY O'CONNOR PLAYGROUND,MANHATTAN    ,0.229,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
OGDEN PLIMPTON PLAYGROUND,BRONX        ,0.229,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DOWNING STREET PLAYGROUND,MANHATTAN    ,0.223,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND THIRTY FIVE XXXV,QUEENS       ,0.218,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ROLF HENRY PLAYGROUND,BROOKLYN     ,0.213,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
P.S. 125 PLAYGROUND,BROOKLYN     ,0.208,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TONY DAPOLITO RECREATION CENTER,MANHATTAN    ,0.208,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ASTORIA HEALTH PLAYGROUND,QUEENS       ,0.207,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DAVIDSON PLAYGROUND,BRONX        ,0.207,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CHIARANTANO PLAYGROUND,BROOKLYN     ,0.206,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MINETTA PLAYGROUND,MANHATTAN    ,0.206,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CORONA MAC PARK,QUEENS       ,0.205,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
THORPE FAMILY PLAYGROUND,BRONX        ,0.201,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SUNNERS PLAYGROUND,BROOKLYN     ,0.197,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TUDOR GROVE PLAYGROUND,MANHATTAN    ,0.192,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RODNEY PLAYGROUND CENTER,BROOKLYN     ,0.189,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SEABURY PARK,BRONX        ,0.186,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EAE J MITCHELL PARK,BRONX        ,0.183,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PENN TRIANGLE,BROOKLYN     ,0.183,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
METROPOLITAN RECREATION CENTER,BROOKLYN     ,0.181,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RAMON APONTE PARK,MANHATTAN    ,0.174,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BILL BOJANGLES ROBINSON PLAYGROUND,MANHATTAN    ,0.172,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FIELD OF DREAMS PARK,BRONX        ,0.172,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RECREATION CENTER 54,MANHATTAN    ,0.170,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PEARL ST PLAYGROUND,MANHATTAN    ,0.162,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LEWIS PLAYGROUND,BROOKLYN     ,0.161,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
NORTH PACIFIC PLAYGROUND,BROOKLYN     ,0.155,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MORRIS MESA,BRONX        ,0.150,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PEACE PARK,BRONX        ,0.141,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DUKE PARK,BROOKLYN     ,0.137,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CAPTAIN JACOB JOSEPH PLAYGROUND,MANHATTAN    ,0.135,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SOBEL PLAYGROUND,BROOKLYN     ,0.135,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GRAND CANAL COURT,MANHATTAN    ,0.134,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LT. FEDERICO NARVAEZ TOT LOT,BROOKLYN     ,0.125,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WEST 186TH STREET BASKETBALL COURT,MANHATTAN    ,0.123,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SOPHIE IRENE LOEB,MANHATTAN    ,0.122,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BARRETTO PARK,BRONX        ,0.120,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ABYSSINIAN TOT LOT,MANHATTAN    ,0.118,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ALEXANDER'S ALLEY,BRONX        ,0.110,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EAST FLATBUSH CHILDREN'S PARK,BROOKLYN     ,0.106,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CORONA HEALTH SANCTUARY,QUEENS       ,0.101,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MOHEGAN TRIANGLE,BRONX        ,0.096,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND OF THE AMERICAS,MANHATTAN    ,0.079,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PRIVATE WILLIAM GRAY PARK,QUEENS       ,0.069,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ADRIENNE'S PLAYGROUND,MANHATTAN    ,0.000,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TOTAL,,,,1,2,79,26,4,78,1,191